658677	952	60	ensembl
658677	45539	216	ensembl
658677	28342	204	ensembl
658678	43067	221	ensembl
658678	28929	386	ensembl
658678	21244	247	ensembl
658700	36365	221	ensembl
658700	42024	208	ensembl
658700	36231	204	ensembl
658700	44337	222	ensembl
658700	11823	317	ensembl
658701	31538	221	ensembl
658701	49206	209	ensembl
658701	37103	153	ensembl
658701	45241	216	ensembl
658701	86407	198	ensembl
658701	34498	201	ensembl
658701	20147	219	ensembl
658701	37070	207	ensembl
658689	310	60	ensembl
658689	50613	209	ensembl
658689	42219	204	ensembl
658689	13169	186	ensembl
658689	5504	422	ensembl
658689	2243	370	ensembl
658689	17049	55	ensembl
658689	12123	288	ensembl
658689	20208	435	ensembl
658689	25809	392	ensembl
658689	13501	224	ensembl
658689	89559	240	ensembl
658689	11625	327	ensembl
658689	13798	200	ensembl
658689	227	396	ensembl
658689	35375	48	ensembl
658689	21987	449	ensembl
658689	13804	452	ensembl
658689	15960	80	ensembl
658689	24627	207	ensembl
658689	19733	225	ensembl
658689	12258	383	ensembl
658689	9891	85	ensembl
658689	8592	147	ensembl
658689	20876	219	ensembl
658689	7610	429	ensembl
658689	27665	293	ensembl
658689	21119	289	ensembl
658689	13591	109	ensembl
658689	34175	205	ensembl
658689	45945	135	ensembl
658689	17496	292	ensembl
658689	6966	397	ensembl
658689	11045	286	ensembl
658689	17961	138	ensembl
658689	7543	118	ensembl
658689	14337	394	ensembl
658689	9227	335	ensembl
658689	68852	307	ensembl
658689	12190	445	ensembl
658688	51693	221	ensembl
658688	14465	199	ensembl
658688	36596	200	ensembl
658688	38160	204	ensembl
658707	6880	60	ensembl
658716	42310	221	ensembl
658716	36958	210	ensembl
658716	5766	209	ensembl
658720	42530	201	ensembl
658720	75890	198	ensembl
658720	35546	207	ensembl
658721	45044	209	ensembl
658721	13784	317	ensembl
658721	30594	221	ensembl
658721	14679	361	ensembl
658721	23088	205	ensembl
658721	28343	216	ensembl
658721	31968	210	ensembl
658721	28171	153	ensembl
658721	37499	200	ensembl
658721	37889	208	ensembl
658721	24710	201	ensembl
658721	92825	198	ensembl
661162	35533	221	ensembl
661162	44468	361	ensembl
661162	38410	153	ensembl
661162	7748	302	ensembl
661162	12669	457	ensembl
661162	3576	327	ensembl
661162	3146	303	ensembl
661162	22602	184	ensembl
661162	98726	155	ensembl
661162	1305864	134	ensembl
661162	14272	292	ensembl
661162	24805	289	ensembl
661162	9377	392	ensembl
661162	18898	224	ensembl
661162	17665	435	ensembl
661162	23014	434	ensembl
661162	12440	284	ensembl
661162	2444	445	ensembl
661162	8138	238	ensembl
661162	55170	307	ensembl
661166	43924	221	ensembl
661166	26965	216	ensembl
661166	33298	204	ensembl
661166	19005	153	ensembl
661166	44603	361	ensembl
661166	30097	207	ensembl
661170	40472	221	ensembl
661170	10042	216	ensembl
661170	10516	321	ensembl
661170	46263	361	ensembl
661170	23863	207	ensembl
661170	19006	153	ensembl
661170	25831	302	ensembl
661170	9602	186	ensembl
661170	27412	324	ensembl
661170	3614	327	ensembl
661170	2856	303	ensembl
661170	39371	184	ensembl
661170	25663	457	ensembl
661170	23554	434	ensembl
661170	2567	238	ensembl
661170	55784	211	ensembl
661170	21080	387	ensembl
661170	7972	224	ensembl
661170	21783	449	ensembl
661170	12109	435	ensembl
661170	17204	445	ensembl
661170	3136	284	ensembl
661170	20670	289	ensembl
661170	65898	307	ensembl
661176	32580	201	ensembl
661176	3552	197	ensembl
661176	33577	222	ensembl
661176	90776	198	ensembl
661176	11902	200	ensembl
661214	39198	221	ensembl
661214	48151	361	ensembl
661214	41224	204	ensembl
661214	30965	200	ensembl
661214	31078	197	ensembl
661214	35960	222	ensembl
661214	91431	198	ensembl
661214	25221	207	ensembl
661214	33674	219	ensembl
661214	20144	203	ensembl
661214	62567	211	ensembl
661214	19431	323	ensembl
661214	13342	335	ensembl
661214	18598	429	ensembl
661214	17174	392	ensembl
661214	25352	435	ensembl
661214	13048	370	ensembl
661214	19197	186	ensembl
661214	1084	180	ensembl
661214	9237	111	ensembl
